CHROM SNP_name
scaf_00014 SNP1153
scaf_00014 SNP1154
scaf_00014 SNP1155
scaf_00014 SNP1156
scaf_00014 SNP1157
scaf_00014 SNP1158
scaf_00014 SNP1159
scaf_00014 SNP1160
scaf_00014 SNP1161
scaf_00014 SNP1162
scaf_00014 SNP1163
scaf_00014 SNP1164
scaf_00014 SNP1165
scaf_00014 SNP1166
scaf_00014 SNP1167
scaf_00014 SNP1168
scaf_00014 SNP1169
scaf_00014 SNP1170
scaf_00014 SNP1171
scaf_00014 SNP1172
scaf_00014 SNP1173
scaf_00014 SNP1174
scaf_00014 SNP1175
scaf_00014 SNP1176
scaf_00014 SNP1177
scaf_00014 SNP1178
scaf_00014 SNP1179
scaf_00014 SNP1180
scaf_00014 SNP1181
scaf_00014 SNP1182
scaf_00014 SNP1183
scaf_00014 SNP1184
scaf_00014 SNP1185
scaf_00014 SNP1186
scaf_00014 SNP1187
scaf_00014 SNP1188
scaf_00014 SNP1189
scaf_00014 SNP1190
scaf_00015 SNP1191
scaf_00015 SNP1192
scaf_00015 SNP1193
scaf_00015 SNP1194
scaf_00015 SNP1195
scaf_00015 SNP1196
scaf_00015 SNP1197
scaf_00015 SNP1198
scaf_00015 SNP1199
scaf_00015 SNP1200
scaf_00015 SNP1201
scaf_00015 SNP1202
scaf_00015 SNP1203
scaf_00015 SNP1204
scaf_00015 SNP1205
scaf_00015 SNP1206
scaf_00015 SNP1207
scaf_00015 SNP1208
scaf_00015 SNP1209
scaf_00015 SNP1210
scaf_00015 SNP1211
scaf_00015 SNP1212
scaf_00015 SNP1213
scaf_00015 SNP1214
scaf_00015 SNP1215
scaf_00015 SNP1216
scaf_00015 SNP1217
scaf_00015 SNP1218
scaf_00015 SNP1219
scaf_00015 SNP1220
scaf_00015 SNP1221
scaf_00015 SNP1222
scaf_00015 SNP1223
scaf_00015 SNP1224
scaf_00015 SNP1225
scaf_00015 SNP1226
scaf_00015 SNP1227
scaf_00015 SNP1228
scaf_00015 SNP1229
scaf_00015 SNP1230
scaf_00015 SNP1231
scaf_00015 SNP1232
scaf_00015 SNP1233
scaf_00015 SNP1234
scaf_00015 SNP1235
scaf_00015 SNP1236
scaf_00015 SNP1237
scaf_00015 SNP1238
scaf_00015 SNP1239
scaf_00015 SNP1240
scaf_00015 SNP1241
scaf_00015 SNP1242
scaf_00015 SNP1243
scaf_00015 SNP1244
scaf_00015 SNP1245
scaf_00015 SNP1246
scaf_00015 SNP1247
scaf_00015 SNP1248
scaf_00015 SNP1249
scaf_00015 SNP1250
scaf_00015 SNP1251
scaf_00015 SNP1252
scaf_00015 SNP1253
scaf_00015 SNP1254
scaf_00015 SNP1255
scaf_00015 SNP1256
scaf_00015 SNP1257
scaf_00015 SNP1258
scaf_00015 SNP1259
scaf_00015 SNP1260
scaf_00015 SNP1261
scaf_00015 SNP1262
scaf_00015 SNP1263
scaf_00015 SNP1264
scaf_00015 SNP1265
scaf_00015 SNP1266
scaf_00015 SNP1267
scaf_00015 SNP1268
scaf_00015 SNP1269
scaf_00015 SNP1270
scaf_00015 SNP1271
scaf_00015 SNP1272
scaf_00015 SNP1273
scaf_00015 SNP1274
scaf_00015 SNP1275
scaf_00015 SNP1276
scaf_00015 SNP1277
scaf_00015 SNP1278
scaf_00015 SNP1279
scaf_00015 SNP1280
scaf_00015 SNP1281
scaf_00015 SNP1282
scaf_00015 SNP1283
scaf_00015 SNP1284
scaf_00015 SNP1285
scaf_00015 SNP1286
scaf_00015 SNP1287
scaf_00015 SNP1288
scaf_00015 SNP1289
scaf_00015 SNP1290
scaf_00015 SNP1291
scaf_00015 SNP1292
scaf_00015 SNP1293
scaf_00015 SNP1294
scaf_00015 SNP1295
scaf_00015 SNP1296
scaf_00015 SNP1297
scaf_00015 SNP1298
scaf_00015 SNP1299
scaf_00015 SNP1300
scaf_00015 SNP1301
scaf_00015 SNP1302
scaf_00015 SNP1303
scaf_00016 SNP1304
scaf_00016 SNP1305
scaf_00016 SNP1306
scaf_00016 SNP1307
scaf_00016 SNP1308
scaf_00016 SNP1309
scaf_00016 SNP1310
scaf_00016 SNP1311
scaf_00016 SNP1312
scaf_00016 SNP1313
scaf_00016 SNP1314
scaf_00016 SNP1315
scaf_00016 SNP1316
scaf_00016 SNP1317
scaf_00016 SNP1318
scaf_00016 SNP1319
scaf_00016 SNP1320
scaf_00016 SNP1321
scaf_00016 SNP1322
scaf_00016 SNP1323
scaf_00016 SNP1324
scaf_00016 SNP1325
scaf_00016 SNP1326
scaf_00016 SNP1327
scaf_00016 SNP1328
scaf_00016 SNP1329
scaf_00016 SNP1330
scaf_00016 SNP1331
scaf_00016 SNP1332
scaf_00016 SNP1333
scaf_00016 SNP1334
scaf_00016 SNP1335
scaf_00016 SNP1336
scaf_00016 SNP1337
scaf_00016 SNP1338
scaf_00016 SNP1339
scaf_00016 SNP1340
scaf_00016 SNP1341
scaf_00016 SNP1342
scaf_00016 SNP1343
scaf_00016 SNP1344
scaf_00016 SNP1345
scaf_00016 SNP1346
scaf_00016 SNP1347
scaf_00016 SNP1348
scaf_00016 SNP1349
scaf_00016 SNP1350
scaf_00016 SNP1351
scaf_00016 SNP1352
scaf_00016 SNP1353
scaf_00016 SNP1354
scaf_00016 SNP1355
scaf_00016 SNP1356
scaf_00016 SNP1357
scaf_00016 SNP1358
scaf_00016 SNP1359
scaf_00016 SNP1360
scaf_00016 SNP1361
scaf_00016 SNP1362
scaf_00016 SNP1363
scaf_00016 SNP1364
scaf_00016 SNP1365
scaf_00016 SNP1366
scaf_00016 SNP1367
scaf_00016 SNP1368
scaf_00016 SNP1369
scaf_00016 SNP1370
scaf_00016 SNP1371
scaf_00016 SNP1372
scaf_00016 SNP1373
scaf_00016 SNP1374
scaf_00016 SNP1375
scaf_00016 SNP1376
scaf_00016 SNP1377
scaf_00016 SNP1378
scaf_00016 SNP1379
scaf_00017 SNP1380
scaf_00017 SNP1381
scaf_00017 SNP1382
scaf_00017 SNP1383
scaf_00017 SNP1384
scaf_00017 SNP1385
scaf_00017 SNP1386
scaf_00017 SNP1387
scaf_00017 SNP1388
scaf_00017 SNP1389
scaf_00017 SNP1390
scaf_00017 SNP1391
scaf_00017 SNP1392
scaf_00017 SNP1393
scaf_00017 SNP1394
scaf_00017 SNP1395
scaf_00017 SNP1396
scaf_00017 SNP1397
scaf_00017 SNP1398
scaf_00017 SNP1399
scaf_00017 SNP1400
scaf_00017 SNP1401
scaf_00017 SNP1402
scaf_00017 SNP1403
scaf_00017 SNP1404
scaf_00017 SNP1405
scaf_00017 SNP1406
scaf_00017 SNP1407
scaf_00017 SNP1408
scaf_00017 SNP1409
scaf_00017 SNP1410
scaf_00017 SNP1411
scaf_00017 SNP1412
scaf_00017 SNP1413
scaf_00017 SNP1414
scaf_00017 SNP1415
scaf_00017 SNP1416
scaf_00017 SNP1417
scaf_00017 SNP1418
scaf_00017 SNP1419
scaf_00017 SNP1420
scaf_00017 SNP1421
scaf_00017 SNP1422
scaf_00017 SNP1423
scaf_00017 SNP1424
scaf_00017 SNP1425
scaf_00017 SNP1426
scaf_00017 SNP1427
scaf_00017 SNP1428
scaf_00017 SNP1429
scaf_00017 SNP1430
scaf_00017 SNP1431
scaf_00017 SNP1432
scaf_00017 SNP1433
scaf_00017 SNP1434
scaf_00017 SNP1435
scaf_00017 SNP1436
scaf_00017 SNP1437
scaf_00017 SNP1438
scaf_00017 SNP1439
scaf_00017 SNP1440
scaf_00017 SNP1441
scaf_00017 SNP1442
scaf_00018 SNP1443
scaf_00018 SNP1444
scaf_00018 SNP1445
scaf_00018 SNP1446
scaf_00018 SNP1447
scaf_00018 SNP1448
scaf_00018 SNP1449
scaf_00018 SNP1450
scaf_00018 SNP1451
scaf_00018 SNP1452
scaf_00018 SNP1453
scaf_00018 SNP1454
scaf_00018 SNP1455
scaf_00018 SNP1456
scaf_00018 SNP1457
scaf_00018 SNP1458
scaf_00018 SNP1459
scaf_00018 SNP1460
scaf_00018 SNP1461
scaf_00018 SNP1462
scaf_00018 SNP1463
scaf_00018 SNP1464
scaf_00018 SNP1465
scaf_00018 SNP1466
scaf_00018 SNP1467
scaf_00018 SNP1468
scaf_00018 SNP1469
scaf_00018 SNP1470
scaf_00018 SNP1471
scaf_00018 SNP1472
scaf_00018 SNP1473
scaf_00018 SNP1474
scaf_00018 SNP1475
scaf_00018 SNP1476
scaf_00018 SNP1477
scaf_00018 SNP1478
scaf_00018 SNP1479
scaf_00018 SNP1480
scaf_00018 SNP1481
scaf_00018 SNP1482
scaf_00018 SNP1483
scaf_00018 SNP1484
scaf_00018 SNP1485
scaf_00018 SNP1486
scaf_00018 SNP1487
scaf_00018 SNP1488
scaf_00018 SNP1489
scaf_00018 SNP1490
scaf_00018 SNP1491
scaf_00018 SNP1492
scaf_00018 SNP1493
scaf_00018 SNP1494
scaf_00018 SNP1495
scaf_00018 SNP1496
scaf_00018 SNP1497
scaf_00018 SNP1498
scaf_00018 SNP1499
scaf_00018 SNP1500
scaf_00018 SNP1501
scaf_00018 SNP1502
scaf_00018 SNP1503
scaf_00019 SNP1504
scaf_00019 SNP1505
scaf_00019 SNP1506
scaf_00019 SNP1507
scaf_00019 SNP1508
scaf_00019 SNP1509
scaf_00019 SNP1510
scaf_00019 SNP1511
scaf_00019 SNP1512
scaf_00019 SNP1513
scaf_00019 SNP1514
scaf_00019 SNP1515
scaf_00019 SNP1516
scaf_00019 SNP1517
scaf_00019 SNP1518
scaf_00019 SNP1519
scaf_00019 SNP1520
scaf_00019 SNP1521
scaf_00019 SNP1522
scaf_00019 SNP1523
scaf_00019 SNP1524
scaf_00019 SNP1525
scaf_00019 SNP1526
scaf_00019 SNP1527
scaf_00019 SNP1528
scaf_00019 SNP1529
scaf_00019 SNP1530
scaf_00019 SNP1531
scaf_00019 SNP1532
scaf_00019 SNP1533
scaf_00019 SNP1534
scaf_00019 SNP1535
scaf_00019 SNP1536
scaf_00019 SNP1537
scaf_00019 SNP1538
scaf_00019 SNP1539
scaf_00019 SNP1540
scaf_00019 SNP1541
scaf_00019 SNP1542
scaf_00019 SNP1543
scaf_00019 SNP1544
scaf_00019 SNP1545
scaf_00019 SNP1546
scaf_00019 SNP1547
scaf_00019 SNP1548
scaf_00019 SNP1549
scaf_00019 SNP1550
scaf_00019 SNP1551
scaf_00019 SNP1552
scaf_00019 SNP1553
scaf_00019 SNP1554
scaf_00019 SNP1555
scaf_00019 SNP1556
scaf_00019 SNP1557
scaf_00019 SNP1558
scaf_00019 SNP1559
scaf_00020 SNP1560
scaf_00020 SNP1561
scaf_00020 SNP1562
scaf_00020 SNP1563
scaf_00020 SNP1564
scaf_00020 SNP1565
scaf_00020 SNP1566
scaf_00020 SNP1567
scaf_00020 SNP1568
scaf_00020 SNP1569
scaf_00020 SNP1570
scaf_00020 SNP1571
scaf_00020 SNP1572
scaf_00020 SNP1573
scaf_00020 SNP1574
scaf_00020 SNP1575
scaf_00020 SNP1576
scaf_00020 SNP1577
scaf_00020 SNP1578
scaf_00020 SNP1579
scaf_00020 SNP1580
scaf_00020 SNP1581
scaf_00020 SNP1582
scaf_00020 SNP1583
scaf_00020 SNP1584
scaf_00020 SNP1585
scaf_00020 SNP1586
scaf_00020 SNP1587
scaf_00020 SNP1588
scaf_00020 SNP1589
scaf_00020 SNP1590
scaf_00020 SNP1591
scaf_00020 SNP1592
scaf_00020 SNP1593
scaf_00020 SNP1594
scaf_00020 SNP1595
scaf_00020 SNP1596
scaf_00020 SNP1597
scaf_00020 SNP1598
scaf_00020 SNP1599
scaf_00020 SNP1600
scaf_00020 SNP1601
scaf_00020 SNP1602
scaf_00020 SNP1603
scaf_00020 SNP1604
scaf_00020 SNP1605
scaf_00020 SNP1606
scaf_00020 SNP1607
scaf_00020 SNP1608
scaf_00020 SNP1609
scaf_00020 SNP1610
scaf_00021 SNP1611
scaf_00021 SNP1612
scaf_00021 SNP1613
scaf_00021 SNP1614
scaf_00021 SNP1615
scaf_00021 SNP1616
scaf_00021 SNP1617
scaf_00021 SNP1618
scaf_00021 SNP1619
scaf_00021 SNP1620
scaf_00021 SNP1621
scaf_00021 SNP1622
scaf_00021 SNP1623
scaf_00021 SNP1624
scaf_00021 SNP1625
scaf_00021 SNP1626
scaf_00021 SNP1627
scaf_00021 SNP1628
scaf_00021 SNP1629
scaf_00021 SNP1630
scaf_00021 SNP1631
scaf_00021 SNP1632
scaf_00021 SNP1633
scaf_00021 SNP1634
scaf_00021 SNP1635
scaf_00021 SNP1636
scaf_00021 SNP1637
scaf_00021 SNP1638
scaf_00021 SNP1639
scaf_00021 SNP1640
scaf_00021 SNP1641
scaf_00021 SNP1642
scaf_00021 SNP1643
scaf_00021 SNP1644
scaf_00021 SNP1645
scaf_00021 SNP1646
scaf_00021 SNP1647
scaf_00021 SNP1648
scaf_00021 SNP1649
scaf_00021 SNP1650
scaf_00021 SNP1651
scaf_00021 SNP1652
scaf_00021 SNP1653
scaf_00021 SNP1654
scaf_00021 SNP1655
scaf_00021 SNP1656
scaf_00021 SNP1657
scaf_00021 SNP1658
scaf_00021 SNP1659
scaf_00021 SNP1660
scaf_00021 SNP1661
scaf_00021 SNP1662
scaf_00021 SNP1663
scaf_00021 SNP1664
scaf_00021 SNP1665
scaf_00021 SNP1666
scaf_00021 SNP1667
scaf_00021 SNP1668
scaf_00021 SNP1669
scaf_00021 SNP1670
scaf_00021 SNP1671
scaf_00021 SNP1672
scaf_00021 SNP1673
scaf_00021 SNP1674
scaf_00021 SNP1675
scaf_00021 SNP1676
scaf_00021 SNP1677
scaf_00022 SNP1678
scaf_00022 SNP1679
scaf_00022 SNP1680
scaf_00022 SNP1681
scaf_00022 SNP1682
scaf_00022 SNP1683
scaf_00022 SNP1684
scaf_00022 SNP1685
scaf_00022 SNP1686
scaf_00022 SNP1687
scaf_00022 SNP1688
scaf_00022 SNP1689
scaf_00022 SNP1690
scaf_00022 SNP1691
scaf_00022 SNP1692
scaf_00022 SNP1693
scaf_00022 SNP1694
scaf_00022 SNP1695
scaf_00022 SNP1696
scaf_00022 SNP1697
scaf_00022 SNP1698
scaf_00022 SNP1699
scaf_00022 SNP1700
scaf_00022 SNP1701
scaf_00022 SNP1702
scaf_00022 SNP1703
scaf_00022 SNP1704
scaf_00022 SNP1705
scaf_00022 SNP1706
scaf_00022 SNP1707
scaf_00022 SNP1708
scaf_00023 SNP1709
scaf_00023 SNP1710
scaf_00023 SNP1711
scaf_00023 SNP1712
scaf_00023 SNP1713
scaf_00023 SNP1714
scaf_00023 SNP1715
scaf_00023 SNP1716
scaf_00023 SNP1717
scaf_00023 SNP1718
scaf_00023 SNP1719
scaf_00023 SNP1720
scaf_00023 SNP1721
scaf_00023 SNP1722
scaf_00023 SNP1723
scaf_00023 SNP1724
scaf_00023 SNP1725
scaf_00023 SNP1726
scaf_00023 SNP1727
scaf_00023 SNP1728
scaf_00023 SNP1729
scaf_00023 SNP1730
scaf_00023 SNP1731
scaf_00023 SNP1732
scaf_00023 SNP1733
scaf_00023 SNP1734
scaf_00023 SNP1735
scaf_00023 SNP1736
scaf_00023 SNP1737
scaf_00023 SNP1738
scaf_00023 SNP1739
scaf_00023 SNP1740
scaf_00023 SNP1741
scaf_00023 SNP1742
scaf_00023 SNP1743
scaf_00023 SNP1744
scaf_00023 SNP1745
scaf_00023 SNP1746
scaf_00023 SNP1747
scaf_00023 SNP1748
scaf_00023 SNP1749
scaf_00023 SNP1750
scaf_00023 SNP1751
scaf_00023 SNP1752
scaf_00023 SNP1753
scaf_00023 SNP1754
scaf_00023 SNP1755
scaf_00023 SNP1756
scaf_00023 SNP1757
scaf_00023 SNP1758
scaf_00023 SNP1759
scaf_00023 SNP1760
scaf_00023 SNP1761
scaf_00023 SNP1762
scaf_00023 SNP1763
scaf_00023 SNP1764
scaf_00023 SNP1765
scaf_00023 SNP1766
scaf_00023 SNP1767
scaf_00024 SNP1768
scaf_00024 SNP1769
scaf_00024 SNP1770
scaf_00024 SNP1771
scaf_00024 SNP1772
scaf_00024 SNP1773
scaf_00024 SNP1774
scaf_00024 SNP1775
scaf_00024 SNP1776
scaf_00024 SNP1777
scaf_00024 SNP1778
scaf_00024 SNP1779
scaf_00024 SNP1780
scaf_00024 SNP1781
scaf_00024 SNP1782
scaf_00024 SNP1783
scaf_00024 SNP1784
scaf_00024 SNP1785
scaf_00024 SNP1786
scaf_00024 SNP1787
scaf_00024 SNP1788
scaf_00024 SNP1789
scaf_00024 SNP1790
scaf_00024 SNP1791
scaf_00024 SNP1792
scaf_00024 SNP1793
scaf_00024 SNP1794
scaf_00024 SNP1795
scaf_00024 SNP1796
scaf_00024 SNP1797
scaf_00024 SNP1798
scaf_00024 SNP1799
scaf_00024 SNP1800
scaf_00024 SNP1801
scaf_00024 SNP1802
scaf_00024 SNP1803
scaf_00024 SNP1804
scaf_00024 SNP1805
scaf_00024 SNP1806
scaf_00024 SNP1807
scaf_00024 SNP1808
scaf_00024 SNP1809
scaf_00024 SNP1810
scaf_00024 SNP1811
scaf_00024 SNP1812
scaf_00025 SNP1813
scaf_00025 SNP1814
scaf_00025 SNP1815
scaf_00025 SNP1816
scaf_00025 SNP1817
scaf_00025 SNP1818
scaf_00025 SNP1819
scaf_00025 SNP1820
scaf_00025 SNP1821
scaf_00025 SNP1822
scaf_00025 SNP1823
scaf_00025 SNP1824
scaf_00025 SNP1825
scaf_00025 SNP1826
scaf_00025 SNP1827
scaf_00025 SNP1828
scaf_00025 SNP1829
scaf_00025 SNP1830
scaf_00025 SNP1831
scaf_00025 SNP1832
scaf_00025 SNP1833
scaf_00025 SNP1834
scaf_00025 SNP1835
scaf_00025 SNP1836
scaf_00025 SNP1837
scaf_00025 SNP1838
scaf_00025 SNP1839
scaf_00025 SNP1840
scaf_00025 SNP1841
scaf_00025 SNP1842
scaf_00025 SNP1843
scaf_00025 SNP1844
scaf_00025 SNP1845
scaf_00025 SNP1846
scaf_00025 SNP1847
scaf_00025 SNP1848
scaf_00025 SNP1849
scaf_00025 SNP1850
scaf_00025 SNP1851
scaf_00025 SNP1852
scaf_00025 SNP1853
scaf_00025 SNP1854
scaf_00025 SNP1855
scaf_00025 SNP1856
scaf_00025 SNP1857
scaf_00025 SNP1858
scaf_00025 SNP1859
scaf_00025 SNP1860
scaf_00025 SNP1861
scaf_00025 SNP1862
scaf_00025 SNP1863
scaf_00025 SNP1864
scaf_00025 SNP1865
scaf_00025 SNP1866
scaf_00026 SNP1867
scaf_00026 SNP1868
scaf_00026 SNP1869
scaf_00026 SNP1870
scaf_00026 SNP1871
scaf_00026 SNP1872
scaf_00026 SNP1873
scaf_00026 SNP1874
scaf_00026 SNP1875
scaf_00026 SNP1876
scaf_00026 SNP1877
scaf_00026 SNP1878
scaf_00026 SNP1879
scaf_00026 SNP1880
scaf_00026 SNP1881
scaf_00026 SNP1882
scaf_00026 SNP1883
scaf_00026 SNP1884
scaf_00026 SNP1885
scaf_00026 SNP1886
scaf_00026 SNP1887
scaf_00026 SNP1888
scaf_00026 SNP1889
scaf_00026 SNP1890
scaf_00026 SNP1891
scaf_00026 SNP1892
scaf_00026 SNP1893
scaf_00026 SNP1894
scaf_00026 SNP1895
scaf_00026 SNP1896
scaf_00026 SNP1897
scaf_00026 SNP1898
scaf_00026 SNP1899
scaf_00026 SNP1900
scaf_00026 SNP1901
scaf_00026 SNP1902
scaf_00026 SNP1903
scaf_00026 SNP1904
scaf_00026 SNP1905
scaf_00026 SNP1906
scaf_00026 SNP1907
scaf_00026 SNP1908
scaf_00026 SNP1909
scaf_00026 SNP1910
scaf_00026 SNP1911
scaf_00026 SNP1912
scaf_00026 SNP1913
scaf_00026 SNP1914
scaf_00026 SNP1915
scaf_00026 SNP1916
scaf_00026 SNP1917
scaf_00026 SNP1918
scaf_00026 SNP1919
scaf_00026 SNP1920
scaf_00027 SNP1921
scaf_00027 SNP1922
scaf_00027 SNP1923
scaf_00027 SNP1924
scaf_00027 SNP1925
scaf_00027 SNP1926
scaf_00027 SNP1927
scaf_00027 SNP1928
scaf_00027 SNP1929
scaf_00027 SNP1930
scaf_00027 SNP1931
scaf_00027 SNP1932
scaf_00027 SNP1933
scaf_00027 SNP1934
scaf_00027 SNP1935
scaf_00027 SNP1936
scaf_00027 SNP1937
scaf_00027 SNP1938
scaf_00027 SNP1939
scaf_00027 SNP1940
scaf_00027 SNP1941
scaf_00027 SNP1942
scaf_00027 SNP1943
scaf_00027 SNP1944
scaf_00027 SNP1945
scaf_00027 SNP1946
scaf_00027 SNP1947
scaf_00027 SNP1948
scaf_00027 SNP1949
scaf_00027 SNP1950
scaf_00027 SNP1951
scaf_00027 SNP1952
scaf_00027 SNP1953
scaf_00027 SNP1954
scaf_00027 SNP1955
scaf_00027 SNP1956
scaf_00027 SNP1957
scaf_00027 SNP1958
scaf_00027 SNP1959
scaf_00027 SNP1960
scaf_00027 SNP1961
scaf_00027 SNP1962
scaf_00027 SNP1963
scaf_00027 SNP1964
scaf_00027 SNP1965
scaf_00027 SNP1966
scaf_00027 SNP1967
scaf_00028 SNP1968
scaf_00028 SNP1969
scaf_00028 SNP1970
scaf_00028 SNP1971
scaf_00028 SNP1972
scaf_00028 SNP1973
scaf_00028 SNP1974
scaf_00028 SNP1975
scaf_00028 SNP1976
scaf_00028 SNP1977
scaf_00028 SNP1978
scaf_00028 SNP1979
scaf_00028 SNP1980
scaf_00028 SNP1981
scaf_00028 SNP1982
scaf_00028 SNP1983
scaf_00028 SNP1984
scaf_00028 SNP1985
scaf_00028 SNP1986
scaf_00028 SNP1987
scaf_00028 SNP1988
scaf_00028 SNP1989
scaf_00028 SNP1990
scaf_00028 SNP1991
scaf_00028 SNP1992
scaf_00028 SNP1993
scaf_00028 SNP1994
scaf_00028 SNP1995
scaf_00028 SNP1996
scaf_00028 SNP1997
scaf_00028 SNP1998
scaf_00028 SNP1999
scaf_00028 SNP2000
scaf_00028 SNP2001
scaf_00028 SNP2002
scaf_00028 SNP2003
scaf_00028 SNP2004
scaf_00028 SNP2005
scaf_00028 SNP2006
scaf_00028 SNP2007
scaf_00029 SNP2008
scaf_00029 SNP2009
scaf_00029 SNP2010
scaf_00029 SNP2011
scaf_00029 SNP2012
scaf_00029 SNP2013
scaf_00029 SNP2014
scaf_00029 SNP2015
scaf_00029 SNP2016
scaf_00029 SNP2017
scaf_00029 SNP2018
scaf_00029 SNP2019
scaf_00029 SNP2020
scaf_00029 SNP2021
scaf_00029 SNP2022
scaf_00029 SNP2023
scaf_00029 SNP2024
scaf_00029 SNP2025
scaf_00029 SNP2026
scaf_00029 SNP2027
scaf_00029 SNP2028
scaf_00029 SNP2029
scaf_00029 SNP2030
scaf_00029 SNP2031
scaf_00029 SNP2032
scaf_00029 SNP2033
scaf_00029 SNP2034
scaf_00029 SNP2035
scaf_00029 SNP2036
scaf_00029 SNP2037
scaf_00029 SNP2038
scaf_00029 SNP2039
scaf_00029 SNP2040
scaf_00029 SNP2041
scaf_00029 SNP2042
scaf_00029 SNP2043
scaf_00029 SNP2044
scaf_00029 SNP2045
scaf_00029 SNP2046
scaf_00029 SNP2047
scaf_00029 SNP2048
scaf_00029 SNP2049
scaf_00029 SNP2050
scaf_00029 SNP2051
scaf_00030 SNP2052
scaf_00030 SNP2053
scaf_00030 SNP2054
scaf_00030 SNP2055
scaf_00030 SNP2056
scaf_00030 SNP2057
scaf_00030 SNP2058
scaf_00030 SNP2059
scaf_00030 SNP2060
scaf_00030 SNP2061
scaf_00030 SNP2062
scaf_00030 SNP2063
scaf_00030 SNP2064
scaf_00030 SNP2065
scaf_00030 SNP2066
scaf_00030 SNP2067
scaf_00030 SNP2068
scaf_00030 SNP2069
scaf_00030 SNP2070
scaf_00030 SNP2071
scaf_00030 SNP2072
scaf_00030 SNP2073
scaf_00030 SNP2074
scaf_00030 SNP2075
scaf_00030 SNP2076
scaf_00030 SNP2077
scaf_00030 SNP2078
scaf_00030 SNP2079
scaf_00030 SNP2080
scaf_00030 SNP2081
scaf_00030 SNP2082
scaf_00030 SNP2083
scaf_00030 SNP2084
scaf_00030 SNP2085
scaf_00030 SNP2086
scaf_00030 SNP2087
scaf_00030 SNP2088
scaf_00030 SNP2089
scaf_00030 SNP2090
scaf_00030 SNP2091
scaf_00030 SNP2092
scaf_00030 SNP2093
scaf_00030 SNP2094
scaf_00030 SNP2095
scaf_00030 SNP2096
scaf_00030 SNP2097
scaf_00030 SNP2098
scaf_00030 SNP2099
scaf_00031 SNP2100
scaf_00031 SNP2101
scaf_00031 SNP2102
scaf_00031 SNP2103
scaf_00031 SNP2104
scaf_00031 SNP2105
scaf_00031 SNP2106
scaf_00031 SNP2107
scaf_00031 SNP2108
scaf_00031 SNP2109
scaf_00031 SNP2110
scaf_00031 SNP2111
scaf_00031 SNP2112
scaf_00031 SNP2113
scaf_00031 SNP2114
scaf_00031 SNP2115
scaf_00031 SNP2116
scaf_00031 SNP2117
scaf_00031 SNP2118
scaf_00031 SNP2119
scaf_00031 SNP2120
scaf_00031 SNP2121
scaf_00031 SNP2122
scaf_00031 SNP2123
scaf_00031 SNP2124
scaf_00031 SNP2125
scaf_00031 SNP2126
scaf_00031 SNP2127
scaf_00031 SNP2128
scaf_00031 SNP2129
scaf_00031 SNP2130
scaf_00031 SNP2131
scaf_00031 SNP2132
scaf_00031 SNP2133
scaf_00031 SNP2134
scaf_00031 SNP2135
scaf_00031 SNP2136
scaf_00031 SNP2137
scaf_00031 SNP2138
scaf_00031 SNP2139
scaf_00031 SNP2140
scaf_00032 SNP2141
scaf_00032 SNP2142
scaf_00032 SNP2143
scaf_00032 SNP2144
scaf_00032 SNP2145
scaf_00032 SNP2146
scaf_00032 SNP2147
scaf_00032 SNP2148
scaf_00032 SNP2149
scaf_00032 SNP2150
scaf_00032 SNP2151
scaf_00032 SNP2152
scaf_00032 SNP2153
scaf_00032 SNP2154
scaf_00032 SNP2155
scaf_00032 SNP2156
scaf_00033 SNP2157
scaf_00033 SNP2158
scaf_00033 SNP2159
scaf_00033 SNP2160
scaf_00033 SNP2161
scaf_00033 SNP2162
scaf_00033 SNP2163
scaf_00033 SNP2164
scaf_00033 SNP2165
scaf_00033 SNP2166
scaf_00033 SNP2167
scaf_00033 SNP2168
scaf_00033 SNP2169
scaf_00033 SNP2170
scaf_00033 SNP2171
scaf_00033 SNP2172
scaf_00033 SNP2173
scaf_00033 SNP2174
scaf_00033 SNP2175
scaf_00033 SNP2176
scaf_00033 SNP2177
scaf_00033 SNP2178
scaf_00033 SNP2179
scaf_00033 SNP2180
scaf_00034 SNP2181
scaf_00034 SNP2182
scaf_00034 SNP2183
scaf_00034 SNP2184
scaf_00034 SNP2185
scaf_00034 SNP2186
scaf_00034 SNP2187
scaf_00034 SNP2188
scaf_00034 SNP2189
scaf_00034 SNP2190
scaf_00034 SNP2191
scaf_00034 SNP2192
scaf_00034 SNP2193
scaf_00034 SNP2194
scaf_00034 SNP2195
scaf_00034 SNP2196
scaf_00034 SNP2197
scaf_00034 SNP2198
scaf_00034 SNP2199
scaf_00034 SNP2200
scaf_00034 SNP2201
scaf_00034 SNP2202
scaf_00034 SNP2203
scaf_00034 SNP2204
scaf_00035 SNP2205
scaf_00035 SNP2206
scaf_00035 SNP2207
scaf_00035 SNP2208
scaf_00035 SNP2209
scaf_00035 SNP2210
scaf_00035 SNP2211
scaf_00035 SNP2212
scaf_00035 SNP2213
scaf_00035 SNP2214
scaf_00035 SNP2215
scaf_00035 SNP2216
scaf_00035 SNP2217
scaf_00035 SNP2218
scaf_00035 SNP2219
scaf_00035 SNP2220
scaf_00035 SNP2221
scaf_00035 SNP2222
scaf_00035 SNP2223
scaf_00035 SNP2224
scaf_00035 SNP2225
scaf_00035 SNP2226
scaf_00035 SNP2227
scaf_00035 SNP2228
